subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Voters,1/29/2018,7/27/2017,7/31/2017,Ipsos,A-,3178,rv,0.2570711,0,42.3,33.3,46.97373,37.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50035,79254,8/1/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,7/28/2017,8/1/2017,Ipsos,A-,2614,rv,0.2110743,0,42.5,33.4,47.17373,37.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50052,79253,8/2/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,7/27/2017,8/1/2017,Quinnipiac University,A-,1125,rv,1.245357,0,52,38,49.71852,38.04068,NA,NA,https://poll.qu.edu/national/release-detail?ReleaseID=2477,50042,78651,8/2/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,7/29/2017,8/2/2017,Ipsos,A-,1685,rv,0.1359641,0,40.8,34,45.47373,37.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50051,79252,8/3/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,7/31/2017,8/1/2017,YouGov,B,1329,rv,0.539368,0,39,34,44.61573,37.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78646,8/2/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,7/30/2017,8/3/2017,Ipsos,A-,1372,rv,0.1106403,0,39.6,34.4,44.27373,38.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50050,79251,8/4/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,7/31/2017,8/4/2017,Ipsos,A-,1372,rv,0.110556,0,40.2,35.4,44.87373,39.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50063,79250,8/5/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/1/2017,8/5/2017,Ipsos,A-,1340,rv,0.1078864,0,42,34.1,46.67373,38.09687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50062,79249,8/6/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/2/2017,8/6/2017,Ipsos,A-,1343,rv,0.1080392,0,42.4,32.4,47.07373,36.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50061,79248,8/7/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/3/2017,8/6/2017,CNN/SSRS,NA,921,rv,1.35025,0,51,42,48.54906,40.50523,NA,NA,http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78692,8/7/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/3/2017,8/7/2017,Ipsos,A-,1354,rv,0.1088537,0,42.4,33,47.07373,36.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50060,79247,8/8/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/3/2017,8/6/2017,Morning Consult,NA,1992,rv,0.3336061,0,43,36,47.33357,36.67847,NA,NA,http://www.politico.com/f/?id=0000015d-c4ae-d494-a77f-e6be72bd0000,50065,78683,8/7/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/4/2017,8/8/2017,Ipsos,A-,1431,rv,0.1149692,0,45,33.3,49.67373,37.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50076,79246,8/9/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/6/2017,8/8/2017,YouGov,B,1303,rv,0.5273918,0,39,34,44.61573,37.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7421rdkvgi/econToplines.pdf,50066,78688,8/9/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/5/2017,8/9/2017,Ipsos,A-,1447,rv,0.1161902,0,44.2,33.2,48.87373,37.19687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50075,79245,8/10/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/6/2017,8/10/2017,Ipsos,A-,1473,rv,0.1182291,0,42.6,33.4,47.27373,37.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50074,79244,8/11/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/7/2017,8/11/2017,Ipsos,A-,1515,rv,0.1215491,0,42.4,34.2,47.07373,38.19687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50089,79243,8/12/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/8/2017,8/12/2017,Ipsos,A-,1455,rv,0.1166743,0,42.2,33.5,46.87373,37.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50088,79242,8/13/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/8/2017,8/12/2017,Marist College,A,883,rv,1.672396,0,47,40,47.04219,40.25553,NA,NA,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,50091,78726,8/13/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/9/2017,8/13/2017,Ipsos,A-,1394,rv,0.1117286,0,42,32.9,46.67373,36.89687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50087,79241,8/14/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/10/2017,8/14/2017,Morning Consult,NA,1997,rv,0.3539029,0,40,38,44.33357,38.67847,NA,NA,https://morningconsult.com/wp-content/uploads/2017/08/170806_crosstabs_Politico_v2_TB.pdf,50098,78737,8/15/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/9/2017,8/15/2017,Quinnipiac University,A-,1361,rv,1.320788,0,50,40,47.71852,40.04068,NA,NA,https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,50099,78739,8/16/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/10/2017,8/14/2017,Ipsos,A-,1372,rv,0.1099146,0,43.3,32,47.97373,35.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50086,79240,8/15/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/11/2017,8/15/2017,Ipsos,A-,1362,rv,0.1090639,0,43.2,31.7,47.87373,35.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50105,79239,8/16/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/12/2017,8/16/2017,Ipsos,A-,1685,rv,0.1348717,0,43.8,30.6,48.47373,34.59687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50104,79238,8/17/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/13/2017,8/15/2017,YouGov,B,1282,rv,0.5198059,0,41,33,46.61573,36.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78732,8/16/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/13/2017,8/17/2017,Ipsos,A-,1945,rv,0.1556621,0,43.6,31.7,48.27373,35.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50103,79237,8/18/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/13/2017,8/17/2017,Lake/Tarrance,NA,1000,rv,1.244805,0,46,40,46.3095,39.26738,NA,NA,https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,50128,80145,8/18/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/14/2017,8/18/2017,Ipsos,A-,2276,rv,0.182191,0,41.8,32.2,46.47373,36.19687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50120,79236,8/19/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/15/2017,8/19/2017,Ipsos,A-,2595,rv,0.2078163,0,41.4,33.1,46.07373,37.09687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50119,79235,8/20/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/16/2017,8/20/2017,Ipsos,A-,2829,rv,0.2267598,0,41.8,33,46.47373,36.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50118,79234,8/21/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/17/2017,8/19/2017,Morning Consult,NA,1987,rv,0.3552687,0,41,36,45.33357,36.67847,NA,NA,http://www.politico.com/f/?id=0000015e-0bfc-d354-abfe-abfe66d70000,50122,78774,8/20/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/17/2017,8/21/2017,Ipsos,A-,2491,rv,0.1999956,0,40.7,33.8,45.37373,37.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50117,79233,8/22/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/17/2017,8/22/2017,Quinnipiac University,A-,1514,rv,1.504329,0,50,38,47.71852,38.04068,NA,NA,https://poll.qu.edu/images/polling/us/us08242017_Ua27nbp.pdf/,50126,78782,8/23/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/18/2017,8/21/2017,Public Policy Polling,B+,887,rv,1.196484,0,49,35,47.83173,34.72139,NA,NA,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,50124,78776,8/22/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/18/2017,8/22/2017,Ipsos,A-,2264,rv,0.1821516,0,40.3,33.9,44.97373,37.89687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50136,79232,8/23/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/20/2017,8/22/2017,YouGov,B,1316,rv,0.5338244,0,39,33,44.61573,36.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78773,8/23/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/19/2017,8/23/2017,Ipsos,A-,2005,rv,0.1617241,0,41,33.9,45.67373,37.89687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50135,79231,8/24/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/20/2017,8/24/2017,Ipsos,A-,1732,rv,0.1401421,0,40.9,33.8,45.57373,37.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50134,79230,8/25/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/21/2017,8/25/2017,Ipsos,A-,1612,rv,0.1308991,0,42.4,33.7,47.07373,37.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50148,79229,8/26/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/22/2017,8/26/2017,Ipsos,A-,1352,rv,0.1102176,0,42.6,33.9,47.27373,37.89687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50147,79228,8/27/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/23/2017,8/27/2017,Ipsos,A-,1065,rv,0.0871681,0,43.5,32.5,48.17373,36.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50146,79227,8/28/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/24/2017,8/28/2017,Morning Consult,NA,1999,rv,0.3640934,0,40,36,44.33357,36.67847,NA,NA,https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78816,8/29/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/24/2017,8/28/2017,Ipsos,A-,1513,rv,0.1242988,0,41.3,35,45.97373,38.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50145,79226,8/29/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,0.8561391,0,44.2,44.2,46.29665,41.67331,NA,NA,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79638,8/29/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/25/2017,8/29/2017,Ipsos,A-,1480,rv,0.122076,0,40.5,33.8,45.17373,37.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50162,79225,8/30/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/26/2017,8/30/2017,Ipsos,A-,1397,rv,0.1157145,0,38.4,35.4,43.07373,39.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50161,79224,8/31/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/27/2017,8/29/2017,YouGov,B,1278,rv,0.5218655,0,40,32,45.61573,35.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3cpxyte95h/econToplines.pdf,50151,78818,8/30/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/27/2017,8/31/2017,Ipsos,A-,1717,rv,0.1428232,0,38.7,36,43.37373,39.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50160,79223,9/1/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/28/2017,9/1/2017,Ipsos,A-,1999,rv,0.1670554,0,39.8,35.7,44.47373,39.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50174,79222,9/2/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/29/2017,9/2/2017,Ipsos,A-,1530,rv,0.1285546,0,40.9,36,45.57373,39.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50173,79221,9/3/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/30/2017,9/3/2017,Ipsos,A-,1468,rv,0.1240387,0,41,37.1,45.67373,41.09687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50172,79220,9/4/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/31/2017,9/4/2017,Ipsos,A-,1461,rv,0.1241632,0,41.2,36.5,45.87373,40.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50171,79219,9/5/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,8/31/2017,9/3/2017,Morning Consult,NA,1993,rv,0.3662867,0,43,38,47.33357,38.67847,NA,NA,https://morningconsult.com/wp-content/uploads/2017/09/170817_crosstabs_Politico_v1_TB-1.pdf,50170,78854,9/4/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/1/2017,9/5/2017,Ipsos,A-,1399,rv,0.1196053,0,41.3,35.6,45.97373,39.59687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50185,79218,9/6/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/2/2017,9/6/2017,Ipsos,A-,1401,rv,0.12041,0,39.5,37.5,44.17373,41.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,9/7/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/3/2017,9/5/2017,YouGov,B,1303,rv,0.5322662,0,39,33,44.61573,36.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78852,9/6/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/3/2017,9/7/2017,Ipsos,A-,1378,rv,0.1189473,0,40.1,37,44.77373,40.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,9/8/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/4/2017,9/8/2017,Ipsos,A-,1436,rv,0.1243384,0,39.9,36.7,44.57373,40.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,9/9/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/5/2017,9/9/2017,Ipsos,A-,1419,rv,0.1230711,0,39.7,36.6,44.37373,40.59687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,9/10/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/6/2017,9/10/2017,Ipsos,A-,1407,rv,0.1220322,0,40.7,35,45.37373,38.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,9/11/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/7/2017,9/11/2017,Ipsos,A-,1416,rv,0.1226946,0,42.3,33.4,46.97373,37.39687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,9/12/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/7/2017,9/11/2017,Morning Consult,NA,1976,rv,0.3611723,0,40,37,44.33357,37.67847,NA,NA,http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/12/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/8/2017,9/12/2017,Ipsos,A-,1417,rv,0.1225742,0,43,32.6,47.67373,36.59687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,9/13/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/9/2017,9/13/2017,Ipsos,A-,1416,rv,0.1222223,0,43.9,32.5,48.57373,36.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,9/14/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/10/2017,9/12/2017,YouGov,B,1309,rv,0.5366513,0,40,31,45.61573,34.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,50200,78889,9/13/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/10/2017,9/14/2017,Ipsos,A-,1401,rv,0.1206335,0,44.3,32.1,48.97373,36.09687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50208,79209,9/15/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/11/2017,9/15/2017,Ipsos,A-,1329,rv,0.114145,0,44.8,32.7,49.47373,36.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50224,79208,9/16/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/12/2017,9/16/2017,Ipsos,A-,1303,rv,0.111616,0,43.1,33.2,47.77373,37.19687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50223,79207,9/17/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/13/2017,9/17/2017,Ipsos,A-,1274,rv,0.1088447,0,43.2,33.2,47.87373,37.19687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50222,79206,9/18/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/14/2017,9/17/2017,Morning Consult,NA,1994,rv,0.365022,0,43,37,47.33357,37.67847,NA,NA,http://www.politico.com/f/?id=0000015e-9b58-d079-a3fe-dbdcaea70001,50227,78928,9/18/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/14/2017,9/18/2017,Ipsos,A-,1277,rv,0.1088263,0,42.9,31.5,47.57373,35.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50221,79205,9/19/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/15/2017,9/19/2017,Ipsos,A-,1299,rv,0.110409,0,41.7,33.5,46.37373,37.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50239,79204,9/20/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/17/2017,9/19/2017,YouGov,B,1278,rv,0.525439,0,39,33,44.61573,36.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78927,9/20/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/16/2017,9/20/2017,Ipsos,A-,1367,rv,0.1158696,0,41.8,33.7,46.47373,37.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50238,79203,9/21/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/17/2017,9/20/2017,CNN/SSRS,NA,939,rv,1.227652,0,49,43,46.54906,41.50523,NA,NA,http://i2.cdn.turner.com/cnn/2017/images/09/24/poll.-.parties.and.2018.pdf.pdf,50233,78952,9/21/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/17/2017,9/21/2017,Ipsos,A-,1375,rv,0.1162295,0,43,33.5,47.67373,37.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50237,79202,9/22/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/18/2017,9/22/2017,Ipsos,A-,1401,rv,0.1180883,0,44.2,32,48.87373,35.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50255,79201,9/23/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/19/2017,9/23/2017,Ipsos,A-,1405,rv,0.1180563,0,43.6,32.3,48.27373,36.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50254,79200,9/24/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/20/2017,9/24/2017,Ipsos,A-,1375,rv,0.1151764,0,42.5,33.8,47.17373,37.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50253,79199,9/25/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/21/2017,9/25/2017,Ipsos,A-,1386,rv,0.1157379,0,40.7,35.7,45.37373,39.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50252,79198,9/26/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/22/2017,9/24/2017,Morning Consult,NA,1987,rv,0.3640642,0,42,38,46.33357,38.67847,NA,NA,http://www.politico.com/f/?id=0000015e-c003-d73c-a1fe-f8176aed0000,50261,78979,9/25/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/22/2017,9/26/2017,Ipsos,A-,2831,rv,0.2356705,0,40.8,34.7,45.47373,38.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50268,79197,9/27/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/21/2017,9/26/2017,Quinnipiac University,A-,1412,rv,1.549806,0,47,38,44.71852,38.04068,NA,NA,https://poll.qu.edu/images/polling/us/us09272017_Uphy49k.pdf/,50259,78976,9/27/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/22/2017,9/25/2017,Public Policy Polling,B+,865,rv,1.188999,0,48,37,46.83173,36.72139,NA,NA,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf,50264,78983,9/26/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/23/2017,9/27/2017,Ipsos,A-,2835,rv,0.2356755,0,39.8,35.3,44.47373,39.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50267,79196,9/28/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/24/2017,9/26/2017,YouGov,B,1245,rv,0.5133381,0,40,34,45.61573,37.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qok43jc8xn/econTabReport.pdf,50257,78973,9/27/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/24/2017,9/28/2017,Ipsos,A-,2840,rv,0.2361501,0,39.9,35.7,44.57373,39.69687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50266,79195,9/29/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/25/2017,9/29/2017,Ipsos,A-,2927,rv,0.2438363,0,40.6,34.8,45.27373,38.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50280,79194,9/30/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/26/2017,9/30/2017,Ipsos,A-,2912,rv,0.2434176,0,41.3,33.8,45.97373,37.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50279,79193,10/1/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/27/2017,10/1/2017,Ipsos,A-,1426,rv,0.1197896,0,41.1,34.5,45.77373,38.49687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50278,79192,10/2/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/29/2017,10/1/2017,Morning Consult,NA,1992,rv,0.3637111,0,41,39,45.33357,39.67847,NA,NA,https://morningconsult.com/wp-content/uploads/2017/04/170923_topline_Politico_v1_AP-2.pdf,50283,79013,10/2/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/28/2017,10/2/2017,Ipsos,A-,1413,rv,0.1192457,0,41.7,34,46.37373,37.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50277,79191,10/3/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/29/2017,10/3/2017,Ipsos,A-,1375,rv,0.1165438,0,42.3,34.1,46.97373,38.09687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50296,79190,10/4/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/30/2017,10/4/2017,Ipsos,A-,1300,rv,0.110633,0,41.9,34.3,46.57373,38.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50295,79189,10/5/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,10/1/2017,10/3/2017,YouGov,B,1293,rv,0.5321229,0,39,32,44.61573,35.40477,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,50282,79011,10/4/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,10/1/2017,10/5/2017,Ipsos,A-,1262,rv,0.107805,0,42.5,33.3,47.17373,37.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50294,79188,10/6/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,9/30/2017,10/6/2017,Greenberg Quinlan Rosner (Democracy Corps),B-,667,lv,0.6948636,0,49,44,48.24858,42.72739,NA,NA,http://www.democracycorps.com/attachments/article/1076/Dcor_National_Political%20Findings_10.23.2017_for%20release.pdf,50364,79130,10/7/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,10/2/2017,10/6/2017,Ipsos,A-,1291,rv,0.1106741,0,42.2,32.8,46.87373,36.79687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50327,79187,10/7/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,10/3/2017,10/7/2017,Ipsos,A-,1250,rv,0.107529,0,40.7,33.3,45.37373,37.29687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50343,79186,10/8/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,10/4/2017,10/8/2017,Ipsos,A-,1266,rv,0.1092682,0,40.5,32.9,45.17373,36.89687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50342,79185,10/9/2017,11:55:12 29 Jan 2018
Voters,1/29/2018,10/5/2017,10/9/2017,Ipsos,A-,1263,rv,0.1093589,0,39.8,33,44.47373,36.99687,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50341,79184,10/10/2017,11:55:12 29 Jan 2018
